start_zone,end_zone,time_bucket,taxi_win_rate,taxi_median,citi_median,end_taxi_zone_id
Two Bridges/Seward Park,Midtown South,8:00 AM–11:00 AM,0.5107,1314,1316,164
Two Bridges/Seward Park,Midtown South,10:00 PM–8:00 AM,0.756,893,1080,164
Two Bridges/Seward Park,Murray Hill,4:00 PM–7:00 PM,0.644,1132,1335.5,170
Two Bridges/Seward Park,Murray Hill,7:00 PM–10:00 PM,0.7679,953,1251,170
Two Bridges/Seward Park,Murray Hill,11:00 AM–4:00 PM,0.7072,1039,1349,170
Two Bridges/Seward Park,Murray Hill,8:00 AM–11:00 AM,0.6415,1092.5,1271,170
Two Bridges/Seward Park,Murray Hill,10:00 PM–8:00 AM,0.8826,752,1223,170
Two Bridges/Seward Park,Park Slope,4:00 PM–7:00 PM,0.6238,1743.5,1969,181
Two Bridges/Seward Park,Park Slope,7:00 PM–10:00 PM,0.8372,1360,1903.5,181
Two Bridges/Seward Park,Park Slope,11:00 AM–4:00 PM,0.7683,1454,1826.5,181
Two Bridges/Seward Park,Park Slope,8:00 AM–11:00 AM,0.9154,1261,1706,181
Two Bridges/Seward Park,Park Slope,10:00 PM–8:00 AM,0.8753,1178,1938,181
Two Bridges/Seward Park,Penn Station/Madison Sq West,4:00 PM–7:00 PM,0.2963,1618.5,1325.5,186
Two Bridges/Seward Park,Penn Station/Madison Sq West,7:00 PM–10:00 PM,0.5885,1342,1432.5,186
Two Bridges/Seward Park,Penn Station/Madison Sq West,11:00 AM–4:00 PM,0.2958,1721,1419.5,186
Two Bridges/Seward Park,Penn Station/Madison Sq West,8:00 AM–11:00 AM,0.3927,1605,1508,186
Two Bridges/Seward Park,Penn Station/Madison Sq West,10:00 PM–8:00 AM,0.8311,969,1259,186
Two Bridges/Seward Park,Prospect Heights,4:00 PM–7:00 PM,0.4423,1866.5,1780,189
Two Bridges/Seward Park,Prospect Heights,7:00 PM–10:00 PM,0.8587,1286,1617,189
Two Bridges/Seward Park,Prospect Park,7:00 PM–10:00 PM,0.83,1523,1873,190
Two Bridges/Seward Park,Red Hook,10:00 PM–8:00 AM,0.9704,1045,1885,195
Two Bridges/Seward Park,Seaport,4:00 PM–7:00 PM,0.5353,538,551,209
Two Bridges/Seward Park,Seaport,7:00 PM–10:00 PM,0.6847,470.5,574.5,209
Two Bridges/Seward Park,Seaport,11:00 AM–4:00 PM,0.6334,519.5,596,209
Two Bridges/Seward Park,Seaport,8:00 AM–11:00 AM,0.5086,584,572.5,209
Two Bridges/Seward Park,Seaport,10:00 PM–8:00 AM,0.7547,461.5,611,209
Two Bridges/Seward Park,SoHo,4:00 PM–7:00 PM,0.4234,809,693,211
Two Bridges/Seward Park,SoHo,7:00 PM–10:00 PM,0.6949,621,800,211
Two Bridges/Seward Park,SoHo,11:00 AM–4:00 PM,0.4673,731,701.5,211
Two Bridges/Seward Park,SoHo,8:00 AM–11:00 AM,0.4655,685,661,211
Two Bridges/Seward Park,SoHo,10:00 PM–8:00 AM,0.7061,493,596,211
Two Bridges/Seward Park,South Williamsburg,4:00 PM–7:00 PM,0.7177,965.5,1045,217
Two Bridges/Seward Park,South Williamsburg,7:00 PM–10:00 PM,0.9268,626,1078,217
Two Bridges/Seward Park,South Williamsburg,11:00 AM–4:00 PM,0.8948,551,1206,217
Two Bridges/Seward Park,South Williamsburg,10:00 PM–8:00 AM,0.9729,470.5,1060,217
Two Bridges/Seward Park,Stuy Town/Peter Cooper Village,4:00 PM–7:00 PM,0.6924,581,716,224
Two Bridges/Seward Park,Stuy Town/Peter Cooper Village,7:00 PM–10:00 PM,0.7089,536.5,677.5,224
Two Bridges/Seward Park,Stuy Town/Peter Cooper Village,11:00 AM–4:00 PM,0.7708,533.5,801,224
Two Bridges/Seward Park,Stuy Town/Peter Cooper Village,8:00 AM–11:00 AM,0.75,602,752.5,224
Two Bridges/Seward Park,Stuy Town/Peter Cooper Village,10:00 PM–8:00 AM,0.8235,442,653,224
Two Bridges/Seward Park,Stuyvesant Heights,4:00 PM–7:00 PM,0.6529,1542,1879.5,225
Two Bridges/Seward Park,Stuyvesant Heights,7:00 PM–10:00 PM,0.8828,1210,1765,225
Two Bridges/Seward Park,Stuyvesant Heights,11:00 AM–4:00 PM,0.5575,1627,1725,225
Two Bridges/Seward Park,Stuyvesant Heights,8:00 AM–11:00 AM,0.6885,1449.5,1677.5,225
Two Bridges/Seward Park,Stuyvesant Heights,10:00 PM–8:00 AM,0.9455,1057,1776,225
Two Bridges/Seward Park,Sunnyside,11:00 AM–4:00 PM,0.8319,1679,2401,226
Two Bridges/Seward Park,Sunnyside,10:00 PM–8:00 AM,0.9236,945,1713,226
Two Bridges/Seward Park,Sunset Park West,8:00 AM–11:00 AM,0.9005,1325.5,2229,228
Two Bridges/Seward Park,Sutton Place/Turtle Bay North,4:00 PM–7:00 PM,0.7288,1239,1542,229
Two Bridges/Seward Park,Sutton Place/Turtle Bay North,7:00 PM–10:00 PM,0.9085,915.5,1505.5,229
Two Bridges/Seward Park,Sutton Place/Turtle Bay North,11:00 AM–4:00 PM,0.7596,1182,1560.5,229
Two Bridges/Seward Park,Sutton Place/Turtle Bay North,8:00 AM–11:00 AM,0.8695,987,1478,229
Two Bridges/Seward Park,Sutton Place/Turtle Bay North,10:00 PM–8:00 AM,0.9074,789,1413,229
Two Bridges/Seward Park,Times Sq/Theatre District,4:00 PM–7:00 PM,0.4619,1872,1846,230
Two Bridges/Seward Park,Times Sq/Theatre District,7:00 PM–10:00 PM,0.7222,1489,1810.5,230
Two Bridges/Seward Park,Times Sq/Theatre District,11:00 AM–4:00 PM,0.5429,1845,1988,230
Two Bridges/Seward Park,Times Sq/Theatre District,8:00 AM–11:00 AM,0.5415,1910,1947,230
Two Bridges/Seward Park,Times Sq/Theatre District,10:00 PM–8:00 AM,0.9421,1110,1890,230
Two Bridges/Seward Park,TriBeCa/Civic Center,4:00 PM–7:00 PM,0.459,833,796,231
Two Bridges/Seward Park,TriBeCa/Civic Center,7:00 PM–10:00 PM,0.5247,681,713,231
Two Bridges/Seward Park,TriBeCa/Civic Center,11:00 AM–4:00 PM,0.411,834,743,231
Two Bridges/Seward Park,TriBeCa/Civic Center,8:00 AM–11:00 AM,0.3713,794.5,691,231
Two Bridges/Seward Park,TriBeCa/Civic Center,10:00 PM–8:00 AM,0.6448,547,660,231
Two Bridges/Seward Park,UN/Turtle Bay South,4:00 PM–7:00 PM,0.7667,945,1333,233
Two Bridges/Seward Park,UN/Turtle Bay South,7:00 PM–10:00 PM,0.876,733,1314,233
Two Bridges/Seward Park,UN/Turtle Bay South,11:00 AM–4:00 PM,0.8291,787.5,1252,233
Two Bridges/Seward Park,UN/Turtle Bay South,8:00 AM–11:00 AM,0.8493,785,1219,233
Two Bridges/Seward Park,UN/Turtle Bay South,10:00 PM–8:00 AM,0.8897,691,1142.5,233
Two Bridges/Seward Park,Union Sq,4:00 PM–7:00 PM,0.5099,1066,1060,234
Two Bridges/Seward Park,Union Sq,7:00 PM–10:00 PM,0.602,1041,1112,234
Two Bridges/Seward Park,Union Sq,11:00 AM–4:00 PM,0.5647,1061,1110.5,234
Two Bridges/Seward Park,Union Sq,8:00 AM–11:00 AM,0.4756,1061.5,1011,234
Two Bridges/Seward Park,Union Sq,10:00 PM–8:00 AM,0.7993,715,989,234
Two Bridges/Seward Park,Upper East Side North,4:00 PM–7:00 PM,0.5892,1862.5,1923.5,236
Two Bridges/Seward Park,Upper East Side North,7:00 PM–10:00 PM,0.9288,1290.5,1940,236
Two Bridges/Seward Park,Upper East Side North,11:00 AM–4:00 PM,0.8534,1549,2338,236
Two Bridges/Seward Park,Upper East Side North,8:00 AM–11:00 AM,0.8188,1585.5,2283.5,236
Two Bridges/Seward Park,Upper East Side North,10:00 PM–8:00 AM,0.956,1088.5,2047.5,236
Two Bridges/Seward Park,Upper East Side South,4:00 PM–7:00 PM,0.7939,1608,2025,237
Two Bridges/Seward Park,Upper East Side South,11:00 AM–4:00 PM,0.7769,1541,1991.5,237
Two Bridges/Seward Park,Upper East Side South,8:00 AM–11:00 AM,0.8924,1328.5,1985,237
Two Bridges/Seward Park,Upper East Side South,10:00 PM–8:00 AM,0.9779,1028,2042,237
Two Bridges/Seward Park,Upper West Side South,4:00 PM–7:00 PM,0.7153,2233.5,2503,239
Two Bridges/Seward Park,Upper West Side South,7:00 PM–10:00 PM,0.8577,1746,2378,239
Two Bridges/Seward Park,Upper West Side South,11:00 AM–4:00 PM,0.6557,2303.5,2616.5,239
Two Bridges/Seward Park,Upper West Side South,10:00 PM–8:00 AM,0.8873,1497,2101,239
Two Bridges/Seward Park,West Chelsea/Hudson Yards,4:00 PM–7:00 PM,0.5744,1588,1816.5,246
Two Bridges/Seward Park,West Chelsea/Hudson Yards,7:00 PM–10:00 PM,0.6221,1428,1684,246
Two Bridges/Seward Park,West Chelsea/Hudson Yards,11:00 AM–4:00 PM,0.6485,1624,1827,246
Two Bridges/Seward Park,West Chelsea/Hudson Yards,8:00 AM–11:00 AM,0.5647,1455,1558,246
Two Bridges/Seward Park,West Chelsea/Hudson Yards,10:00 PM–8:00 AM,0.8998,1047.5,1498,246
Two Bridges/Seward Park,West Village,4:00 PM–7:00 PM,0.5494,1039,1078,249
Two Bridges/Seward Park,West Village,7:00 PM–10:00 PM,0.6875,911,1117,249
Two Bridges/Seward Park,West Village,11:00 AM–4:00 PM,0.5899,961,1046,249
Two Bridges/Seward Park,West Village,8:00 AM–11:00 AM,0.5525,928,985,249
Two Bridges/Seward Park,West Village,10:00 PM–8:00 AM,0.6802,722,868,249
Two Bridges/Seward Park,Williamsburg (North Side),4:00 PM–7:00 PM,0.6894,837,1002,255
Two Bridges/Seward Park,Williamsburg (North Side),7:00 PM–10:00 PM,0.8697,668.5,1007,255
Two Bridges/Seward Park,Williamsburg (North Side),11:00 AM–4:00 PM,0.8388,688,1060,255
Two Bridges/Seward Park,Williamsburg (North Side),8:00 AM–11:00 AM,0.8667,673,1060,255
Two Bridges/Seward Park,Williamsburg (North Side),10:00 PM–8:00 AM,0.919,579,1027.5,255
Two Bridges/Seward Park,Williamsburg (South Side),4:00 PM–7:00 PM,0.7548,600,874,256
Two Bridges/Seward Park,Williamsburg (South Side),7:00 PM–10:00 PM,0.9109,493,895.5,256
Two Bridges/Seward Park,Williamsburg (South Side),11:00 AM–4:00 PM,0.8935,495,921.5,256
Two Bridges/Seward Park,Williamsburg (South Side),8:00 AM–11:00 AM,0.9093,486,824,256
Two Bridges/Seward Park,Williamsburg (South Side),10:00 PM–8:00 AM,0.9217,436.5,856.5,256
Two Bridges/Seward Park,World Trade Center,4:00 PM–7:00 PM,0.5308,788.5,799.5,261
Two Bridges/Seward Park,World Trade Center,7:00 PM–10:00 PM,0.7157,668,868,261
Two Bridges/Seward Park,World Trade Center,11:00 AM–4:00 PM,0.6165,767.5,881,261
Two Bridges/Seward Park,World Trade Center,8:00 AM–11:00 AM,0.5918,810,899,261
Two Bridges/Seward Park,World Trade Center,10:00 PM–8:00 AM,0.7478,643,866,261
Two Bridges/Seward Park,Yorkville East,10:00 PM–8:00 AM,0.9297,975,1536,262
Two Bridges/Seward Park,Yorkville West,4:00 PM–7:00 PM,0.7331,1769,2277,263
Two Bridges/Seward Park,Yorkville West,7:00 PM–10:00 PM,0.9443,1155,1935.5,263
Two Bridges/Seward Park,Yorkville West,11:00 AM–4:00 PM,0.684,1521.5,1752,263
Two Bridges/Seward Park,Yorkville West,8:00 AM–11:00 AM,0.8324,1190.5,1677.5,263
Two Bridges/Seward Park,Yorkville West,10:00 PM–8:00 AM,0.952,1008.5,2268,263
UN/Turtle Bay South,Alphabet City,4:00 PM–7:00 PM,0.6312,809,958,4
UN/Turtle Bay South,Alphabet City,7:00 PM–10:00 PM,0.7005,703,883,4
UN/Turtle Bay South,Alphabet City,11:00 AM–4:00 PM,0.8131,702,1043.5,4
UN/Turtle Bay South,Alphabet City,8:00 AM–11:00 AM,0.6284,796.5,953,4
UN/Turtle Bay South,Alphabet City,10:00 PM–8:00 AM,0.9018,582,981,4
UN/Turtle Bay South,Battery Park,4:00 PM–7:00 PM,0.8933,1300,2135,12
UN/Turtle Bay South,Battery Park,11:00 AM–4:00 PM,0.9354,940,1924,12
UN/Turtle Bay South,Battery Park,8:00 AM–11:00 AM,0.9791,1037.5,2104.5,12
UN/Turtle Bay South,Battery Park City,4:00 PM–7:00 PM,0.8672,1430,1955,13
UN/Turtle Bay South,Battery Park City,7:00 PM–10:00 PM,0.9163,1094,1891,13
UN/Turtle Bay South,Battery Park City,11:00 AM–4:00 PM,0.9536,1102,1977.5,13
UN/Turtle Bay South,Battery Park City,8:00 AM–11:00 AM,0.9441,1217.5,1975.5,13
UN/Turtle Bay South,Battery Park City,10:00 PM–8:00 AM,0.9798,909,2046,13
UN/Turtle Bay South,Bedford,4:00 PM–7:00 PM,0.4929,2365,2343,17
UN/Turtle Bay South,Bedford,7:00 PM–10:00 PM,0.8033,1832,2481,17
UN/Turtle Bay South,Bloomingdale,4:00 PM–7:00 PM,0.8283,1603,2144,24
UN/Turtle Bay South,Bloomingdale,7:00 PM–10:00 PM,0.9289,1312.5,1827,24
UN/Turtle Bay South,Bloomingdale,11:00 AM–4:00 PM,0.8016,1674,2174.5,24
UN/Turtle Bay South,Bloomingdale,8:00 AM–11:00 AM,0.7901,1612,2054,24
UN/Turtle Bay South,Boerum Hill,4:00 PM–7:00 PM,0.7197,1922,2299.5,25
UN/Turtle Bay South,Boerum Hill,7:00 PM–10:00 PM,0.9672,1458,2351,25
UN/Turtle Bay South,Boerum Hill,11:00 AM–4:00 PM,0.8549,1428,1958,25
UN/Turtle Bay South,Brooklyn Heights,4:00 PM–7:00 PM,0.785,1722,2240,33
UN/Turtle Bay South,Brooklyn Heights,7:00 PM–10:00 PM,0.9622,1315,2260,33
UN/Turtle Bay South,Brooklyn Heights,11:00 AM–4:00 PM,0.941,1308,2123,33
UN/Turtle Bay South,Brooklyn Heights,8:00 AM–11:00 AM,0.9538,1217.5,2069.5,33
UN/Turtle Bay South,Brooklyn Heights,10:00 PM–8:00 AM,0.949,1084.5,2028,33
UN/Turtle Bay South,Brooklyn Navy Yard,4:00 PM–7:00 PM,0.472,2343,2249,34
UN/Turtle Bay South,Bushwick South,4:00 PM–7:00 PM,0.504,2310,2286,37
UN/Turtle Bay South,Bushwick South,7:00 PM–10:00 PM,0.8926,1798,2411,37
UN/Turtle Bay South,Bushwick South,11:00 AM–4:00 PM,0.6454,1863,2084.5,37
UN/Turtle Bay South,Carroll Gardens,4:00 PM–7:00 PM,0.7795,1949.5,2405,40
UN/Turtle Bay South,Carroll Gardens,7:00 PM–10:00 PM,0.9689,1584,2587,40
UN/Turtle Bay South,Central Park,4:00 PM–7:00 PM,0.6829,1117,1469,43
UN/Turtle Bay South,Central Park,7:00 PM–10:00 PM,0.87,834,1344,43
UN/Turtle Bay South,Central Park,11:00 AM–4:00 PM,0.5275,1224,1322,43
UN/Turtle Bay South,Central Park,8:00 AM–11:00 AM,0.5472,1135,1204,43
UN/Turtle Bay South,Central Park,10:00 PM–8:00 AM,0.8083,701,1155,43
UN/Turtle Bay South,Chinatown,4:00 PM–7:00 PM,0.7993,1126,1474,45
UN/Turtle Bay South,Chinatown,7:00 PM–10:00 PM,0.8929,938,1460,45
UN/Turtle Bay South,Chinatown,11:00 AM–4:00 PM,0.8984,1081.5,1719,45
UN/Turtle Bay South,Chinatown,8:00 AM–11:00 AM,0.7761,1164,1472,45
UN/Turtle Bay South,Chinatown,10:00 PM–8:00 AM,0.9298,805,1374,45
UN/Turtle Bay South,Clinton East,4:00 PM–7:00 PM,0.127,1156,697,48
UN/Turtle Bay South,Clinton East,7:00 PM–10:00 PM,0.3913,793,705.5,48
UN/Turtle Bay South,Clinton East,11:00 AM–4:00 PM,0.1136,1198,689,48
UN/Turtle Bay South,Clinton East,8:00 AM–11:00 AM,0.1126,1142,680,48
UN/Turtle Bay South,Clinton East,10:00 PM–8:00 AM,0.535,623,629.5,48
UN/Turtle Bay South,Clinton Hill,4:00 PM–7:00 PM,0.4984,2179.5,2211.5,49
UN/Turtle Bay South,Clinton Hill,7:00 PM–10:00 PM,0.8675,1766,2507,49
UN/Turtle Bay South,Clinton Hill,11:00 AM–4:00 PM,0.7391,1961,2332,49
UN/Turtle Bay South,Clinton West,4:00 PM–7:00 PM,0.2477,1341,974,50
UN/Turtle Bay South,Clinton West,7:00 PM–10:00 PM,0.4454,917,864,50
UN/Turtle Bay South,Clinton West,11:00 AM–4:00 PM,0.1215,1398,864,50
UN/Turtle Bay South,Clinton West,8:00 AM–11:00 AM,0.1193,1324.5,808,50
UN/Turtle Bay South,Clinton West,10:00 PM–8:00 AM,0.67490000000000006,756,960,50
UN/Turtle Bay South,Cobble Hill,4:00 PM–7:00 PM,0.9167,1925.5,2598.5,52
UN/Turtle Bay South,Columbia Street,4:00 PM–7:00 PM,0.7941,1923,2315.5,54
UN/Turtle Bay South,Columbia Street,7:00 PM–10:00 PM,0.9301,1477,2056,54
UN/Turtle Bay South,Downtown Brooklyn/MetroTech,4:00 PM–7:00 PM,0.6958,1829,2163,65
UN/Turtle Bay South,Downtown Brooklyn/MetroTech,7:00 PM–10:00 PM,0.8768,1387,1890.5,65
UN/Turtle Bay South,Downtown Brooklyn/MetroTech,11:00 AM–4:00 PM,0.903,1325,2047.5,65
UN/Turtle Bay South,Downtown Brooklyn/MetroTech,8:00 AM–11:00 AM,0.9373,1313,2021,65
UN/Turtle Bay South,DUMBO/Vinegar Hill,4:00 PM–7:00 PM,0.4885,1726,1637,66
UN/Turtle Bay South,DUMBO/Vinegar Hill,7:00 PM–10:00 PM,0.914,1348,2031,66
UN/Turtle Bay South,DUMBO/Vinegar Hill,11:00 AM–4:00 PM,0.8832,1269,1790,66
UN/Turtle Bay South,DUMBO/Vinegar Hill,8:00 AM–11:00 AM,0.9259,1206,1881,66
UN/Turtle Bay South,DUMBO/Vinegar Hill,10:00 PM–8:00 AM,0.9364,1033,1823,66
UN/Turtle Bay South,East Chelsea,4:00 PM–7:00 PM,0.2496,1264,964,68
UN/Turtle Bay South,East Chelsea,7:00 PM–10:00 PM,0.5688,991,1065.5,68
UN/Turtle Bay South,East Chelsea,11:00 AM–4:00 PM,0.1982,1340,951.5,68
UN/Turtle Bay South,East Chelsea,8:00 AM–11:00 AM,0.3269,1291,1104,68
UN/Turtle Bay South,East Chelsea,10:00 PM–8:00 AM,0.6995,762,959,68
UN/Turtle Bay South,East Harlem South,4:00 PM–7:00 PM,0.8521,1093.5,1482,75
UN/Turtle Bay South,East Harlem South,7:00 PM–10:00 PM,0.9622,760,1584,75
UN/Turtle Bay South,East Harlem South,11:00 AM–4:00 PM,0.7886,1185.5,1551,75
UN/Turtle Bay South,East Harlem South,8:00 AM–11:00 AM,0.8661,957,1409,75
UN/Turtle Bay South,East Harlem South,10:00 PM–8:00 AM,0.97,666,1466,75
UN/Turtle Bay South,East Village,4:00 PM–7:00 PM,0.7926,674,919,79
UN/Turtle Bay South,East Village,7:00 PM–10:00 PM,0.8701,604,960,79
UN/Turtle Bay South,East Village,11:00 AM–4:00 PM,0.8175,659,948,79
UN/Turtle Bay South,East Village,8:00 AM–11:00 AM,0.6506,796,900,79
UN/Turtle Bay South,East Village,10:00 PM–8:00 AM,0.9199,476,924,79
UN/Turtle Bay South,East Williamsburg,4:00 PM–7:00 PM,0.9214,1399,2199,80
UN/Turtle Bay South,East Williamsburg,7:00 PM–10:00 PM,0.9532,1273,2166.5,80
UN/Turtle Bay South,East Williamsburg,11:00 AM–4:00 PM,0.8909,1598,2448,80
UN/Turtle Bay South,Financial District North,4:00 PM–7:00 PM,0.8738,1152,1745,87
UN/Turtle Bay South,Financial District North,7:00 PM–10:00 PM,0.9728,870,1726,87
UN/Turtle Bay South,Financial District North,11:00 AM–4:00 PM,0.9601,938,1752,87
UN/Turtle Bay South,Financial District North,8:00 AM–11:00 AM,0.9606,1048,1835,87
UN/Turtle Bay South,Financial District North,10:00 PM–8:00 AM,0.9794,760,1677.5,87
UN/Turtle Bay South,Financial District South,4:00 PM–7:00 PM,0.9504,1063,1941,88
UN/Turtle Bay South,Financial District South,7:00 PM–10:00 PM,0.9799,805,1907.5,88
UN/Turtle Bay South,Financial District South,11:00 AM–4:00 PM,0.9868,819.5,1883,88
UN/Turtle Bay South,Financial District South,8:00 AM–11:00 AM,0.9766,915,1721.5,88
UN/Turtle Bay South,Financial District South,10:00 PM–8:00 AM,0.9926,669,1684,88
UN/Turtle Bay South,Flatiron,4:00 PM–7:00 PM,0.4904,1019,1004.5,90
UN/Turtle Bay South,Flatiron,7:00 PM–10:00 PM,0.5927,862,925,90
UN/Turtle Bay South,Flatiron,11:00 AM–4:00 PM,0.3398,1107,940,90
UN/Turtle Bay South,Flatiron,8:00 AM–11:00 AM,0.2592,1185,967,90
UN/Turtle Bay South,Flatiron,10:00 PM–8:00 AM,0.7282,673,896.5,90
UN/Turtle Bay South,Fort Greene,4:00 PM–7:00 PM,0.6926,1956,2228,97
UN/Turtle Bay South,Fort Greene,7:00 PM–10:00 PM,0.8509,1618,2121,97
UN/Turtle Bay South,Fort Greene,11:00 AM–4:00 PM,0.7536,1745.5,2136.5,97
UN/Turtle Bay South,Fort Greene,10:00 PM–8:00 AM,0.8699,1373.5,1981,97
UN/Turtle Bay South,Garment District,4:00 PM–7:00 PM,0.1799,998,691,100
UN/Turtle Bay South,Garment District,7:00 PM–10:00 PM,0.4429,676,632.5,100
UN/Turtle Bay South,Garment District,11:00 AM–4:00 PM,0.1203,1065,631,100
UN/Turtle Bay South,Garment District,8:00 AM–11:00 AM,0.2073,966,695.5,100
UN/Turtle Bay South,Garment District,10:00 PM–8:00 AM,0.7152,526,648,100
UN/Turtle Bay South,Gowanus,4:00 PM–7:00 PM,0.7331,2110,2389,106
UN/Turtle Bay South,Gramercy,4:00 PM–7:00 PM,0.7573,513,697,107
UN/Turtle Bay South,Gramercy,7:00 PM–10:00 PM,0.8505,422,683,107
UN/Turtle Bay South,Gramercy,11:00 AM–4:00 PM,0.7195,522,682,107
UN/Turtle Bay South,Gramercy,8:00 AM–11:00 AM,0.5574,657,720,107
UN/Turtle Bay South,Gramercy,10:00 PM–8:00 AM,0.853,340,580,107
UN/Turtle Bay South,Greenpoint,4:00 PM–7:00 PM,0.9319,1149.5,2194,112
UN/Turtle Bay South,Greenpoint,7:00 PM–10:00 PM,0.9361,1019,1864,112
UN/Turtle Bay South,Greenpoint,11:00 AM–4:00 PM,0.8226,1231,1695.5,112
UN/Turtle Bay South,Greenpoint,8:00 AM–11:00 AM,0.844,1270.5,1716,112
UN/Turtle Bay South,Greenpoint,10:00 PM–8:00 AM,0.8734,1020,1635,112
UN/Turtle Bay South,Greenwich Village North,4:00 PM–7:00 PM,0.6805,893,1045,113
UN/Turtle Bay South,Greenwich Village North,7:00 PM–10:00 PM,0.7596,792,991.5,113
UN/Turtle Bay South,Greenwich Village North,11:00 AM–4:00 PM,0.6642,910,1055,113
UN/Turtle Bay South,Greenwich Village North,8:00 AM–11:00 AM,0.4814,1007,996.5,113
UN/Turtle Bay South,Greenwich Village North,10:00 PM–8:00 AM,0.8579,621,932,113
UN/Turtle Bay South,Greenwich Village South,4:00 PM–7:00 PM,0.6439,1047,1160,114
UN/Turtle Bay South,Greenwich Village South,7:00 PM–10:00 PM,0.7084,955,1152.5,114
UN/Turtle Bay South,Greenwich Village South,11:00 AM–4:00 PM,0.718,1024,1207,114
UN/Turtle Bay South,Greenwich Village South,8:00 AM–11:00 AM,0.5972,1104.5,1165.5,114
UN/Turtle Bay South,Greenwich Village South,10:00 PM–8:00 AM,0.8625,778.5,1156.5,114
UN/Turtle Bay South,Hudson Sq,4:00 PM–7:00 PM,0.6017,1438,1559,125
UN/Turtle Bay South,Hudson Sq,7:00 PM–10:00 PM,0.6,1254,1402,125
UN/Turtle Bay South,Hudson Sq,11:00 AM–4:00 PM,0.6439,1364,1596,125
UN/Turtle Bay South,Hudson Sq,8:00 AM–11:00 AM,0.3358,1429,1261,125
UN/Turtle Bay South,Hudson Sq,10:00 PM–8:00 AM,0.7945,1023,1258.5,125
UN/Turtle Bay South,Kips Bay,4:00 PM–7:00 PM,0.6189,371,463,137
UN/Turtle Bay South,Kips Bay,7:00 PM–10:00 PM,0.7161,279,417,137
UN/Turtle Bay South,Kips Bay,11:00 AM–4:00 PM,0.6616,326,423,137
UN/Turtle Bay South,Kips Bay,8:00 AM–11:00 AM,0.5022,444,439,137
UN/Turtle Bay South,Kips Bay,10:00 PM–8:00 AM,0.7481,256,387,137
UN/Turtle Bay South,Lenox Hill East,4:00 PM–7:00 PM,0.6268,627,726.5,140
UN/Turtle Bay South,Lenox Hill East,7:00 PM–10:00 PM,0.7985,468,727,140
UN/Turtle Bay South,Lenox Hill East,11:00 AM–4:00 PM,0.5959,664,741,140
UN/Turtle Bay South,Lenox Hill East,8:00 AM–11:00 AM,0.5839,664,774.5,140
UN/Turtle Bay South,Lenox Hill East,10:00 PM–8:00 AM,0.8311,426,744,140
UN/Turtle Bay South,Lenox Hill West,4:00 PM–7:00 PM,0.5938,610,701,141
UN/Turtle Bay South,Lenox Hill West,7:00 PM–10:00 PM,0.77,442,652,141
UN/Turtle Bay South,Lenox Hill West,11:00 AM–4:00 PM,0.519,630,638,141
UN/Turtle Bay South,Lenox Hill West,8:00 AM–11:00 AM,0.4919,612,601,141
UN/Turtle Bay South,Lenox Hill West,10:00 PM–8:00 AM,0.6962,373,537,141
UN/Turtle Bay South,Lincoln Square East,4:00 PM–7:00 PM,0.3947,1280,1159,142
UN/Turtle Bay South,Lincoln Square East,7:00 PM–10:00 PM,0.7334,892.5,1140,142
UN/Turtle Bay South,Lincoln Square East,11:00 AM–4:00 PM,0.3152,1378.5,1162,142
UN/Turtle Bay South,Lincoln Square East,8:00 AM–11:00 AM,0.3407,1236,1117,142
UN/Turtle Bay South,Lincoln Square East,10:00 PM–8:00 AM,0.894,786,1190.5,142
UN/Turtle Bay South,Lincoln Square West,4:00 PM–7:00 PM,0.3228,1453.5,1273,143
UN/Turtle Bay South,Lincoln Square West,7:00 PM–10:00 PM,0.6569,1053,1243,143
UN/Turtle Bay South,Lincoln Square West,11:00 AM–4:00 PM,0.1905,1593,1219,143
UN/Turtle Bay South,Lincoln Square West,8:00 AM–11:00 AM,0.3225,1515,1365.5,143
UN/Turtle Bay South,Lincoln Square West,10:00 PM–8:00 AM,0.7874,879,1140,143
UN/Turtle Bay South,Little Italy/NoLiTa,4:00 PM–7:00 PM,0.5939,1191,1294,144
UN/Turtle Bay South,Little Italy/NoLiTa,7:00 PM–10:00 PM,0.699,1067,1254.5,144
UN/Turtle Bay South,Little Italy/NoLiTa,11:00 AM–4:00 PM,0.6515,1221,1379.5,144
UN/Turtle Bay South,Little Italy/NoLiTa,8:00 AM–11:00 AM,0.4329,1255,1170,144
UN/Turtle Bay South,Little Italy/NoLiTa,10:00 PM–8:00 AM,0.7912,818,1082.5,144
UN/Turtle Bay South,Long Island City/Hunters Point,4:00 PM–7:00 PM,0.8068,935,1342,145
UN/Turtle Bay South,Long Island City/Hunters Point,7:00 PM–10:00 PM,0.9264,764,1397.5,145
UN/Turtle Bay South,Long Island City/Hunters Point,11:00 AM–4:00 PM,0.8601,924,1497,145
UN/Turtle Bay South,Long Island City/Hunters Point,8:00 AM–11:00 AM,0.6437,982,1095,145
UN/Turtle Bay South,Long Island City/Hunters Point,10:00 PM–8:00 AM,0.8765,770,1368,145
UN/Turtle Bay South,Long Island City/Queens Plaza,4:00 PM–7:00 PM,0.3532,1148,982,146
UN/Turtle Bay South,Long Island City/Queens Plaza,7:00 PM–10:00 PM,0.7081,844,975,146
